Epoch: 0, Step: 0, train_acc: 0.152174, val_acc: 0.11, train_ce: 2.07079, val_ce: 2.06968
Epoch: 0, Step: 1, train_acc: 0.434783, val_acc: 0.3, train_ce: 1.99199, val_ce: 2.0192
Epoch: 0, Step: 2, train_acc: 0.434783, val_acc: 0.33, train_ce: 1.87132, val_ce: 1.93672
Epoch: 0, Step: 3, train_acc: 0.478261, val_acc: 0.28, train_ce: 1.69043, val_ce: 1.8445
Epoch: 0, Step: 4, train_acc: 0.434783, val_acc: 0.29, train_ce: 1.67298, val_ce: 1.76016
Epoch: 0, Step: 5, train_acc: 0.478261, val_acc: 0.29, train_ce: 1.61379, val_ce: 1.69277
Epoch: 0, Step: 6, train_acc: 0.434783, val_acc: 0.3, train_ce: 1.56737, val_ce: 1.62504
Epoch: 0, Step: 7, train_acc: 0.456522, val_acc: 0.36, train_ce: 1.49554, val_ce: 1.55457
Epoch: 0, Step: 8, train_acc: 0.434783, val_acc: 0.43, train_ce: 1.5739, val_ce: 1.48049
Epoch: 0, Step: 9, train_acc: 0.673913, val_acc: 0.47, train_ce: 1.30181, val_ce: 1.4071
Epoch: 0, Step: 10, train_acc: 0.782609, val_acc: 0.57, train_ce: 0.990367, val_ce: 1.35259
Epoch: 0, Step: 11, train_acc: 0.673913, val_acc: 0.62, train_ce: 1.03177, val_ce: 1.31438
Epoch: 0, Step: 12, train_acc: 0.673913, val_acc: 0.55, train_ce: 1.05928, val_ce: 1.29377
Epoch: 0, Step: 13, train_acc: 0.630435, val_acc: 0.56, train_ce: 1.01237, val_ce: 1.28143
Epoch: 0, Step: 14, train_acc: 0.608696, val_acc: 0.56, train_ce: 1.07703, val_ce: 1.27285
Epoch: 0, Step: 15, train_acc: 0.608696, val_acc: 0.58, train_ce: 1.06732, val_ce: 1.25157
Epoch: 0, Step: 16, train_acc: 0.608696, val_acc: 0.6, train_ce: 0.991479, val_ce: 1.22114
Epoch: 0, Step: 17, train_acc: 0.673913, val_acc: 0.6, train_ce: 0.956926, val_ce: 1.19016
Epoch: 0, Step: 18, train_acc: 0.847826, val_acc: 0.59, train_ce: 0.835531, val_ce: 1.15814
Epoch: 0, Step: 19, train_acc: 0.717391, val_acc: 0.62, train_ce: 0.792786, val_ce: 1.13289
Epoch: 0, Step: 20, train_acc: 0.608696, val_acc: 0.63, train_ce: 1.06483, val_ce: 1.10971
Epoch: 0, Step: 21, train_acc: 0.673913, val_acc: 0.65, train_ce: 1.07031, val_ce: 1.08943
Epoch: 0, Step: 22, train_acc: 0.695652, val_acc: 0.65, train_ce: 0.996385, val_ce: 1.07077
Epoch: 0, Step: 23, train_acc: 0.652174, val_acc: 0.64, train_ce: 0.992492, val_ce: 1.05598
Epoch: 0, Step: 24, train_acc: 0.73913, val_acc: 0.65, train_ce: 1.02256, val_ce: 1.04208
Epoch: 0, Step: 25, train_acc: 0.73913, val_acc: 0.64, train_ce: 0.829457, val_ce: 1.02997
Epoch: 0, Step: 26, train_acc: 0.717391, val_acc: 0.63, train_ce: 0.934766, val_ce: 1.02188
Epoch: 0, Step: 27, train_acc: 0.76087, val_acc: 0.64, train_ce: 0.822718, val_ce: 1.01481
Epoch: 0, Step: 28, train_acc: 0.695652, val_acc: 0.66, train_ce: 0.964078, val_ce: 1.00753
Epoch: 0, Step: 29, train_acc: 0.782609, val_acc: 0.66, train_ce: 0.86761, val_ce: 0.999393
Epoch: 0, Step: 30, train_acc: 0.73913, val_acc: 0.66, train_ce: 0.921352, val_ce: 0.990884
Epoch: 0, Step: 31, train_acc: 0.652174, val_acc: 0.66, train_ce: 1.072, val_ce: 0.97936
Epoch: 0, Step: 32, train_acc: 0.869565, val_acc: 0.67, train_ce: 0.634984, val_ce: 0.967598
Epoch: 0, Step: 33, train_acc: 0.76087, val_acc: 0.66, train_ce: 0.877579, val_ce: 0.956907
Epoch: 0, Step: 34, train_acc: 0.76087, val_acc: 0.66, train_ce: 0.797122, val_ce: 0.947134
Epoch: 0, Step: 35, train_acc: 0.608696, val_acc: 0.67, train_ce: 0.987281, val_ce: 0.937806
Epoch: 0, Step: 36, train_acc: 0.695652, val_acc: 0.66, train_ce: 0.954442, val_ce: 0.92668
Epoch: 0, Step: 37, train_acc: 0.804348, val_acc: 0.66, train_ce: 0.728145, val_ce: 0.917981
Epoch: 0, Step: 38, train_acc: 0.847826, val_acc: 0.65, train_ce: 0.676386, val_ce: 0.913606
Epoch: 0, Step: 39, train_acc: 0.695652, val_acc: 0.67, train_ce: 0.923084, val_ce: 0.913349
Epoch: 0, Step: 40, train_acc: 0.73913, val_acc: 0.68, train_ce: 0.888805, val_ce: 0.912873
Epoch: 0, Step: 41, train_acc: 0.717391, val_acc: 0.68, train_ce: 0.746313, val_ce: 0.912421
Epoch: 0, Step: 42, train_acc: 0.804348, val_acc: 0.68, train_ce: 0.66137, val_ce: 0.906783
Epoch: 0, Step: 43, train_acc: 0.73913, val_acc: 0.69, train_ce: 0.590911, val_ce: 0.905471
Epoch: 0, Step: 44, train_acc: 0.73913, val_acc: 0.69, train_ce: 0.713616, val_ce: 0.902632
Epoch: 0, Step: 45, train_acc: 0.76087, val_acc: 0.69, train_ce: 0.628141, val_ce: 0.898883
Epoch: 0, Step: 46, train_acc: 0.804348, val_acc: 0.67, train_ce: 0.683011, val_ce: 0.893201
Epoch: 0, Step: 47, train_acc: 0.717391, val_acc: 0.67, train_ce: 0.709012, val_ce: 0.888454
Epoch: 0, Step: 48, train_acc: 0.73913, val_acc: 0.66, train_ce: 0.824877, val_ce: 0.882331
Epoch: 0, Step: 49, train_acc: 0.73913, val_acc: 0.68, train_ce: 0.659374, val_ce: 0.876553
Epoch: 0, Step: 50, train_acc: 0.76087, val_acc: 0.67, train_ce: 0.78611, val_ce: 0.871958
Epoch: 0, Step: 51, train_acc: 0.782609, val_acc: 0.66, train_ce: 0.632582, val_ce: 0.869817
Epoch: 0, Step: 52, train_acc: 0.630435, val_acc: 0.68, train_ce: 1.18416, val_ce: 0.867131
Epoch: 0, Step: 53, train_acc: 0.847826, val_acc: 0.68, train_ce: 0.511345, val_ce: 0.865044
Epoch: 0, Step: 54, train_acc: 0.847826, val_acc: 0.67, train_ce: 0.508804, val_ce: 0.862269
Epoch: 0, Step: 55, train_acc: 0.695652, val_acc: 0.68, train_ce: 0.934403, val_ce: 0.861051
Epoch: 0, Step: 56, train_acc: 0.76087, val_acc: 0.69, train_ce: 0.650438, val_ce: 0.861083
Epoch: 0, Step: 57, train_acc: 0.73913, val_acc: 0.68, train_ce: 0.740433, val_ce: 0.864917
Epoch: 0, Step: 58, train_acc: 0.782609, val_acc: 0.67, train_ce: 0.69398, val_ce: 0.875354
Epoch: 0, Step: 59, train_acc: 0.717391, val_acc: 0.67, train_ce: 0.692185, val_ce: 0.884895
Epoch: 0, Step: 60, train_acc: 0.73913, val_acc: 0.66, train_ce: 0.723478, val_ce: 0.894885
Epoch: 0, Step: 61, train_acc: 0.782609, val_acc: 0.65, train_ce: 0.648315, val_ce: 0.896496
Epoch: 0, Step: 62, train_acc: 0.717391, val_acc: 0.64, train_ce: 0.884049, val_ce: 0.897909
Epoch: 0, Step: 63, train_acc: 0.73913, val_acc: 0.66, train_ce: 0.664602, val_ce: 0.894946
Epoch: 0, Step: 64, train_acc: 0.630435, val_acc: 0.66, train_ce: 0.808787, val_ce: 0.890185
Epoch: 0, Step: 65, train_acc: 0.847826, val_acc: 0.65, train_ce: 0.496276, val_ce: 0.881634
Epoch: 0, Step: 66, train_acc: 0.826087, val_acc: 0.66, train_ce: 0.558615, val_ce: 0.877766
Epoch: 0, Step: 67, train_acc: 0.782609, val_acc: 0.67, train_ce: 0.642231, val_ce: 0.876706
Epoch: 0, Step: 68, train_acc: 0.782609, val_acc: 0.69, train_ce: 0.746723, val_ce: 0.874476
Epoch: 0, Step: 69, train_acc: 0.869565, val_acc: 0.69, train_ce: 0.460135, val_ce: 0.872792
Epoch: 0, Step: 70, train_acc: 0.76087, val_acc: 0.69, train_ce: 0.60909, val_ce: 0.873444
Epoch: 0, Step: 71, train_acc: 0.717391, val_acc: 0.69, train_ce: 0.740025, val_ce: 0.876765
Epoch: 0, Step: 72, train_acc: 0.76087, val_acc: 0.68, train_ce: 0.750357, val_ce: 0.876101
Epoch: 0, Step: 73, train_acc: 0.869565, val_acc: 0.69, train_ce: 0.561863, val_ce: 0.871879
Epoch: 0, Step: 74, train_acc: 0.782609, val_acc: 0.68, train_ce: 0.584098, val_ce: 0.864848
Epoch: 0, Step: 75, train_acc: 0.630435, val_acc: 0.67, train_ce: 0.854118, val_ce: 0.861825
Epoch: 0, Step: 76, train_acc: 0.76087, val_acc: 0.68, train_ce: 0.81577, val_ce: 0.859201
Epoch: 0, Step: 77, train_acc: 0.76087, val_acc: 0.69, train_ce: 0.862855, val_ce: 0.859118
Epoch: 0, Step: 78, train_acc: 0.695652, val_acc: 0.69, train_ce: 0.882364, val_ce: 0.862929
Epoch: 0, Step: 79, train_acc: 0.695652, val_acc: 0.68, train_ce: 0.965285, val_ce: 0.873967
Epoch: 0, Step: 80, train_acc: 0.76087, val_acc: 0.68, train_ce: 0.62769, val_ce: 0.884545
Epoch: 0, Step: 81, train_acc: 0.76087, val_acc: 0.67, train_ce: 0.749869, val_ce: 0.892659
